Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,TPM,TPA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
59,58,2022-02-15,29-060,IND,@,MIL,L (-9),1,37:01,14,20,.700,8,12,.667,0,0,,0,2,2,4,1,0,3,2,36,28.2,+1
60,59,2022-02-16,29-061,IND,,WAS,W (+5),1,39:29,5,12,.417,1,5,.200,4,4,1.000,0,5,5,7,0,1,1,1,15,14.3,+12
61,60,2022-02-25,29-070,IND,,OKC,L (-4),1,42:50,12,21,.571,5,9,.556,0,0,,0,7,7,5,1,1,3,3,29,22.2,+9
62,61,2022-02-27,29-072,IND,,BOS,W (+21),1,38:10,8,15,.533,2,7,.286,3,3,1.000,0,6,6,4,2,0,2,3,21,17.1,+15
63,62,2022-02-28,29-073,IND,@,ORL,L (-16),1,34:01,7,13,.538,3,6,.500,1,1,1.000,0,1,1,6,0,0,0,1,18,15.8,-20
64,63,2022-03-02,29-075,IND,@,ORL,W (+8),1,44:03,6,17,.353,4,12,.333,1,1,1.000,2,4,6,3,2,0,5,3,17,8.0,+5
65,64,2022-03-04,29-077,IND,@,DET,L (-5),1,38:12,7,20,.350,1,10,.100,1,1,1.000,2,5,7,9,1,0,3,1,16,11.6,+7
66,65,2022-03-06,29-079,IND,@,WAS,L (-10),1,39:35,8,17,.471,2,7,.286,1,1,1.000,0,8,8,7,0,0,1,4,19,15.0,-12
67,66,2022-03-08,29-081,IND,,CLE,L (-3),1,38:11,5,6,.833,4,4,1.000,0,0,,0,2,2,8,1,1,3,3,14,15.5,+1
68,67,2022-03-12,29-085,IND,@,SAS,W (+11),1,35:35,7,18,.389,3,12,.250,0,0,,0,5,5,6,1,0,3,2,17,10.1,+25
69,68,2022-03-13,29-086,IND,@,ATL,L (-3),1,39:25,9,20,.450,2,7,.286,5,6,.833,0,4,4,5,1,0,2,5,25,15.9,+4
70,69,2022-03-15,29-088,IND,,MEM,L (-33),1,27:03,6,13,.462,0,2,.000,2,2,1.000,2,5,7,2,1,0,3,4,14,8.0,-22
71,70,2022-03-18,29-091,IND,@,HOU,W (+3),1,29:10,4,20,.200,3,12,.250,4,5,.800,2,3,5,3,0,0,4,4,15,1.0,+7
72,71,2022-03-20,29-093,IND,,POR,W (+31),1,19:55,2,9,.222,2,9,.222,3,3,1.000,0,3,3,2,2,0,0,3,9,6.6,+13
73,72,2022-03-23,29-096,IND,,SAC,L (-1),1,37:06,10,18,.556,5,8,.625,0,0,,1,2,3,7,4,1,4,1,25,22.9,-1
74,73,2022-03-24,29-097,IND,@,MEM,L (-30),1,26:58,5,12,.417,1,2,.500,0,0,,1,4,5,2,1,2,1,0,11,9.3,-10
75,74,2022-03-26,29-099,IND,@,TOR,L (-40),1,32:07,5,12,.417,4,8,.500,0,0,,1,2,3,3,0,0,1,2,14,9.2,-24
76,75,2022-03-28,29-101,IND,,ATL,L (-9),1,38:27,10,15,.667,5,7,.714,1,2,.500,1,3,4,5,1,1,3,3,26,21.7,-1
77,76,2022-03-30,29-103,IND,,DEN,L (-7),1,36:53,7,14,.500,5,11,.455,1,1,1.000,1,1,2,4,0,0,2,3,20,13.6,-5
78,77,2022-04-01,29-105,IND,@,BOS,L (-5),1,36:51,2,10,.200,2,7,.286,0,0,,3,2,5,7,1,0,5,4,6,1.8,-1
79,78,2022-04-03,29-107,IND,,DET,L (-4),1,32:07,8,17,.471,3,12,.250,0,0,,0,9,9,4,0,1,4,5,19,10.5,-11
80,79,2022-04-05,29-109,IND,,PHI,L (-9),1,38:04,11,19,.579,3,10,.300,0,0,,3,8,11,5,1,1,2,2,25,23.0,-5
81,80,2022-04-09,29-113,IND,@,PHI,L (-13),1,27:57,3,8,.375,2,5,.400,4,4,1.000,1,1,2,1,0,0,3,2,12,5.5,-13
82,81,2022-04-10,29-114,IND,@,BRK,L (-8),1,35:53,8,23,.348,5,14,.357,0,0,,0,3,3,6,3,0,2,3,21,13.0,0
